info,image_url,url
"Lost Cat, Orange and White Cat in Carthage (Cat may be injured)

Submission ID: 3966",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/3/0b/30b7063e-1976-11ed-b85c-7f17176f1b71/62f4fe81bdb05.image.png?resize=144%2C,https://www.thepilot.com/news/pets/lost-cat-orange-and-white-cat-in-carthage-cat-may-be-injured/article_1d904098-1976-11ed-8d03-bf374fcad75e.html
"Found Cat, White and Calico Cat in Aberdeen

Submission ID: 2753",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/9/1e/91ebdc46-1975-11ed-af5d-4bc909535037/62f4fd7acdf91.image.png?resize=150%2C315 ,https://www.thepilot.com/news/pets/found-cat-white-and-calico-cat-in-aberdeen/article_7f450770-1975-11ed-8211-d3a91d4f16db.html
"Found Dog, Terrier Mix in Pinehurst

Submission ID: 2750",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/3/43/343e9f02-18ad-11ed-b4b6-bf0ae3d71c8c/62f3ad573d992.image.png?resize=150%2C190 ,https://www.thepilot.com/news/pets/found-dog-terrier-mix-in-pinehurst/article_20cdbb7e-18ad-11ed-b5e5-9f5bccf490d1.html
"Found Dog, Tan Mixed Breed in Carthage UPDATE: HOME

UPDATE: OWNER LOCATED, DOG TAKEN TO HUMANE SOCIETY",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/3/7f/37f5d692-1740-11ed-b2e2-b729d8360e26/62f148f9bc198.image.png?resize=150%2C119 ,https://www.thepilot.com/news/pets/found-dog-tan-mixed-breed-in-carthage-update-home/article_2b42a2a4-1740-11ed-8724-af2a6d3a5cd3.html
"Lost Dog, Beagle/Bassett Hound Mix in Southern Pines UPDATE: FOUND

UPDATE: OWNER REPORTED DOG HAS BEEN FOUND",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/0/c1/0c189a82-1740-11ed-8f45-dbb89a8dfdb4/62f148b78904f.image.png?resize=150%2C92 ,https://www.thepilot.com/news/pets/lost-dog-beagle-bassett-hound-mix-in-southern-pines-update-found/article_f6ebfb68-173f-11ed-8f5b-6b5e2101dfc4.html
"Found Dog, Black and White Lab Mix in Lee County

Submission ID: 2747",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/f/87/f87f2688-165b-11ed-aa35-3b2ef53bdb40/62efca0a090b2.image.png?resize=88%2C,https://www.thepilot.com/news/pets/found-dog-black-and-white-lab-mix-in-lee-county/article_e03ae170-165b-11ed-8ee3-2791edb6f566.html
"Found Dog, Brown and White Dog in Cameron

Submission ID: 2745",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/8/c2/8c2fc27e-15bd-11ed-90bc-f362497c3e58/62eec03db809c.image.png?resize=150%2C145 ,https://www.thepilot.com/news/pets/found-dog-brown-and-white-dog-in-cameron/article_7e80e126-15bd-11ed-a567-93485c0ffcea.html
"Found Dog, Maltese/Havanese in Pinehurst UPDATE: REUNITED

UPDATE: OWNER LOCATED, DOG RETURNED HOME",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/5/7e/57ea42c8-15bd-11ed-b619-4f892bab5fa4/62eebfe80a52a.image.jpg?resize=150%2C145 ,https://www.thepilot.com/news/pets/found-dog-maltese-havanese-in-pinehurst-update-reunited/article_417f977c-15bd-11ed-9174-a3f6a2060cec.html
"Lost Cat, Black and White Cat in Southern Pines (McDeeds Creek area)

Submission ID: 3962",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/c/78/c784902e-14f1-11ed-b45a-734cf5c068c6/62ed6a6671e17.image.png?resize=150%2C127 ,https://www.thepilot.com/news/pets/lost-cat-black-and-white-cat-in-southern-pines-mcdeeds-creek-area/article_b8aa5db8-14f1-11ed-a1dc-b717f78b0b3e.html
"Lost Dog, Beagle/Bassett Hound Mix in Southern PInes UPDATE: FOUND

UPDATE: OWNER REPORTED DOG HAS BEEN FOUND",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/5/e1/5e1b2814-13f7-11ed-9cd5-2312b4f9d707/62ebc6455a7a1.image.png?resize=150%2C134 ,https://www.thepilot.com/news/pets/lost-dog-beagle-bassett-hound-mix-in-southern-pines-update-found/article_4caeaa56-13f7-11ed-b1c8-13895f6921f5.html
"Found Cat, Tabby Cat in Carthage

Submission ID: 2743",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/b/12/b126060e-11a5-11ed-a57b-87368531b8d5/62e7e23c33c00.image.png?resize=150%2C157 ,https://www.thepilot.com/news/pets/found-cat-tabby-cat-in-carthage/article_a596082a-11a5-11ed-911e-d73639520f4a.html
"Found Dog, Brown and White Boxer Mix in Southern Pines UPDATED

UPDATE: DOG TAKEN TO MOORE COUNTY ANIMAL SERVICES, CARTHAGE, AS OF 8/2",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/c/6f/c6f58246-11a2-11ed-9b81-33cac2596ac9/62e7dd56e8b8d.image.png?resize=150%2C167 ,https://www.thepilot.com/news/pets/found-dog-brown-and-white-boxer-mix-in-southern-pines-updated/article_b72aaf1c-11a2-11ed-b951-172a9a6881e0.html
"Lost Dog, Older Boxer Mix in Carthage

UPDATE: DOG IS STILL MISSING AS OF 7/27",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/0/2b/02be5572-f7aa-11ec-a93e-e342f65fd2a2/62bc4a9172186.image.png?resize=150%2C188 ,https://www.thepilot.com/news/pets/lost-dog-older-boxer-mix-in-carthage/article_f6cd2644-f7a9-11ec-b6d4-2b5f75ce228d.html
"Lost Dog, White Poodle in Seven Lakes North (West End)

Submission ID: 3956",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/1/f2/1f261f2c-1138-11ed-a017-4b9345cc6379/62e72a68edc5e.image.jpg?resize=150%2C251 ,https://www.thepilot.com/news/pets/lost-dog-white-poodle-in-seven-lakes-north-west-end/article_07c2ee50-1138-11ed-bc06-7fd8ecd1f8fb.html
"Lost Horse in Robbins UPDATE: FOUND

UPDATE: THE HORSE WAS FOUND AND IS SAFELY BACK AT HOME",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/4/ed/4edaaea4-1138-11ed-86cb-8bd7e28aa44d/62e72ac01445b.image.jpg?resize=150%2C130 ,https://www.thepilot.com/news/pets/lost-horse-in-robbins-update-found/article_3b48df8c-1138-11ed-83f8-f31b4b473712.html
"Lost Cat, Grey and White Cat in Southern PInes

Submission ID: 3952",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/2/9f/29f06bc6-100a-11ed-9e2d-db394d7e3e0f/62e52fd3cc6b6.image.jpg?resize=150%2C82 ,https://www.thepilot.com/news/pets/lost-cat-grey-and-white-cat-in-southern-pines/article_1c350fd2-100a-11ed-82f4-ab37a9059f38.html
"Lost Cat, Orange Tabby in Whispering Pines

Submission ID: 3954",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/c/ba/cba744cc-1009-11ed-9676-876c4c179892/62e52f4bcee05.image.jpg?resize=150%2C86 ,https://www.thepilot.com/news/pets/lost-cat-orange-tabby-in-whispering-pines/article_5eb92506-1009-11ed-938e-53daacb993e2.html
"Found Dog, Older Dachshund in Southern Pines (Camp Easter Road area) UPDATE

UPDATE: DOG TAKEN TO MOORE COUNTY ANIMAL SERVICES AS OF 8/2",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/8/a6/8a6e8aa8-1138-11ed-ba14-cb5b81056367/62e72b1d5fd6e.image.jpg?resize=150%2C183 ,https://www.thepilot.com/news/pets/found-dog-older-dachshund-in-southern-pines-camp-easter-road-area-update/article_5f74c702-1009-11ed-b1bc-4336a95ffcc7.html
"Lost Cat, Gray/Black Tuxedo Tabby Cat in Southern Pines (near SCC)

Submission ID: 3952",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/b/46/b46e104e-0de1-11ed-8043-3baede121a93/62e190ee79af3.image.png?resize=150%2C79 ,https://www.thepilot.com/news/pets/lost-cat-gray-black-tuxedo-tabby-cat-in-southern-pines-near-scc/article_a06f4478-0de1-11ed-af0d-a7816cef3d66.html
"Found Dog, Light Grey Husky in Vass

UPDATE: DOG TAKEN TO MOORE COUNTY ANIMAL SERVICES IN CARTHAGE",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/5/a7/5a76db42-0dab-11ed-89be-dbf2e323b3c5/62e135bda35cf.image.png?resize=150%2C201 ,https://www.thepilot.com/news/pets/found-dog-light-grey-husky-in-vass/article_4aaa7cdc-0dab-11ed-9f23-df721ad3a4c9.html
"Found Dog, Black and Tan Wirey Terrier Mix in Whispering Pines UPDATE: HOME

UPDATE: OWNER LOCATED AND DOG RETURNED SAFELY HOME",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/0/9c/09c28c3c-0dab-11ed-8baf-2b2dc8552963/62e1354e25568.image.png?resize=150%2C138 ,https://www.thepilot.com/news/pets/found-dog-black-and-tan-wirey-terrier-mix-in-whispering-pines-update-home/article_dcfecf9e-0daa-11ed-95ed-efe204c8e3a4.html
"Lost Cat, Gray and White Tabby in Pinehurst UPDATE: FOUND

UPDATE: CAT HAS BEEN FOUND",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/3/b0/3b0f3f52-0daa-11ed-8304-931cd37783ea/62e133df250db.image.png?resize=150%2C162 ,https://www.thepilot.com/news/pets/lost-cat-gray-and-white-tabby-in-pinehurst-update-found/article_1f1e8438-0daa-11ed-914e-4344ce4a9f31.html
"Found Dog, Black and White Husky in Aberdeen (Malcolm Blue Farm area)

UPDATE: DOG TAKEN TO MOORE COUNTY ANIMAL SERVICES IN CARTHAGE",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/9/31/93194d34-0d08-11ed-a79d-7f12bbc06d48/62e024a6cda17.image.png?resize=150%2C131 ,https://www.thepilot.com/news/pets/found-dog-black-and-white-husky-in-aberdeen-malcolm-blue-farm-area/article_8030c38c-0d08-11ed-844d-432907dcd12f.html
"Found Dog, Shepherd Mix in Southern Pines UPDATE: HOME

UPDATE: OWNER LOCATED, DOG RETURNED HOME",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/6/85/685b55fe-0cfb-11ed-80fb-7fe7aacae7d4/62e00e95a4468.image.png?resize=150%2C118 ,https://www.thepilot.com/news/pets/found-dog-shepherd-mix-in-southern-pines-update-home/article_5cd28504-0cfb-11ed-b014-ab1ba7f8b3f4.html
"Found Dog, Brown Lab Mix in Cameron UPDATE: HOME

UPDATE: OWNER LOCATED, DOG RETURNED HOME",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/c/4a/c4a05696-0ce4-11ed-afcc-effb21104fc8/62dfe895b30c6.image.png?resize=150%2C225 ,https://www.thepilot.com/news/pets/found-dog-brown-lab-mix-in-cameron-update-home/article_b153d7ac-0ce4-11ed-ad04-53d2fd5e9184.html
"Lost Cat, Orange and White Cat in Aberdeen UPDATE: HOME

UPDATE: FOUND, CAT IS BACK HOME",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/b/0b/b0b9c8da-0c24-11ed-bd77-a398c8f1db57/62dea65294f0b.image.png?resize=143%2C,https://www.thepilot.com/news/pets/lost-cat-orange-and-white-cat-in-aberdeen-update-home/article_9de10822-0c24-11ed-aa93-03e0d32de4d5.html
"Lost Pet Chicken in Southern Pines UPDATE: FOUND

UPDATE: FOUND, BACK HOME SAFELY",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/e/2d/e2d7198a-0c24-11ed-95e4-9b9c0b33a923/62dea6a952936.image.png?resize=150%2C145 ,https://www.thepilot.com/news/pets/lost-pet-chicken-in-southern-pines-update-found/article_d5c34e12-0c24-11ed-9596-0708be3854f0.html
"Found Dog, Tan Chihuahua Mix in Southern Pines

Submission ID: 2734",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/a/05/a05108ae-0b5d-11ed-8361-130f399f2531/62dd585a25085.image.jpg?resize=150%2C148 ,https://www.thepilot.com/news/pets/found-dog-tan-chihuahua-mix-in-southern-pines/article_913a2a94-0b5d-11ed-814c-4ba9e66b0189.html
"Lost Cat, Black and White Cat in Cameron (Sinclair community)

Submission ID: 3943",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/1/9f/19f70eea-0ab1-11ed-9253-471443329f09/62dc36e642fd4.image.jpg?resize=150%2C244 ,https://www.thepilot.com/news/pets/lost-cat-black-and-white-cat-in-cameron-sinclair-community/article_0463d7de-0ab1-11ed-bc5a-dfcc617b34c6.html
"Found Dog, German Shepherd in Southern Pines (Youngs Road) UPDATE: HOME!

UPDATE: OWNER LOCATED, DOG SAFELY RETURNED HOME",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/e/68/e686cbf0-09e7-11ed-a7dd-ab0473aa49ba/62dae55883fe3.image.png?resize=150%2C103 ,https://www.thepilot.com/news/pets/found-dog-german-shepherd-in-southern-pines-youngs-road-update-home/article_d682635e-09e7-11ed-8705-27513156f954.html
"Lost Cat, White Bengal Cat in Thomasville

Submission ID: 3942",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/6/b3/6b3e07de-09c8-11ed-ad18-3343782c1c7e/62dab08ac5126.image.png?resize=150%2C202 ,https://www.thepilot.com/news/pets/lost-cat-white-bengal-cat-in-thomasville/article_5a1fab92-09c8-11ed-9dba-b370ee0c1d83.html
"Found Dog, Hound Mix in Pinehurst

Submission ID: 2732",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/6/39/639b9fbe-09c3-11ed-aaaf-0ff1e88e031a/62daa8160b092.image.png?resize=150%2C205 ,https://www.thepilot.com/news/pets/found-dog-hound-mix-in-pinehurst/article_56659548-09c3-11ed-8da9-6f65aa0fa3ba.html
"Lost Cat, Orange Tabby in Vass/Cameron

Submission ID: 3940",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/e/16/e1603cda-09c2-11ed-b888-77f9f5afe868/62daa76b2d4f0.image.png?resize=150%2C186 ,https://www.thepilot.com/news/pets/lost-cat-orange-tabby-in-vass-cameron/article_ccd2466e-09c2-11ed-b3b3-773626ae359c.html
"Lost Dog, Older Black Lab Mix in Robbins UPDATE: FOUND

UPDATE: FOUND",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/a/29/a2937e04-09c2-11ed-ae3b-4b8eae59170a/62daa6d49c8f3.image.png?resize=150%2C199 ,https://www.thepilot.com/news/pets/lost-dog-older-black-lab-mix-in-robbins-update-found/article_93cc6b9c-09c2-11ed-bc5a-b373a6f51527.html
"Lost Dog, Two Brindle and White Pitbulls in Highfalls UPDATE: FOUND

UPDATE: OWNER REPORTED DOGS HAVE BEEN FOUND",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/8/ea/8ea68204-0901-11ed-8e15-e380f5c4d770/62d962e6621af.image.png?resize=150%2C97 ,https://www.thepilot.com/news/pets/lost-dog-two-brindle-and-white-pitbulls-in-highfalls-update-found/article_7f6bd366-0901-11ed-ab98-8beda6f9ee5b.html
"Lost Dog, Chocolate Lab in Vass/Carthage

UPDATE: STILL MISSING AS OF 7/19/22",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/8/82/882e8ad4-f164-11ec-a477-7b59f7596850/62b1c5035c2da.image.png?resize=150%2C158 ,https://www.thepilot.com/news/pets/lost-dog-chocolate-lab-in-vass-carthage/article_78c69dca-f164-11ec-b914-e780267e4120.html
"Found Dog, Tan Mixed Breed in Carthage

Submission ID: 2731",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/2/cd/2cdd387e-076c-11ed-9e34-7761380cde42/62d6bac816590.image.png?resize=150%2C169 ,https://www.thepilot.com/news/pets/found-dog-tan-mixed-breed-in-carthage/article_1da2cc0c-076c-11ed-8def-536210237115.html
"Found Dog, Older Brown and White Mixed Breed in Southern Pines UPDATE: HOME

UPDATE: OWNER LOCATED AND DOG RETURNED HOME",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/9/e3/9e3bfd66-0762-11ed-a54e-6fd795463e7e/62d6aabc069de.image.png?resize=150%2C152 ,https://www.thepilot.com/news/pets/found-dog-older-brown-and-white-mixed-breed-in-southern-pines-update-home/article_90d1e73a-0762-11ed-b2ac-b70ce25ac5b9.html
"Found Dog, Brown Chihuahua Mix in Southern Pines (Highland Trails)

Submission ID: 2730",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/7/7e/77e15be8-0762-11ed-9346-e7a8c39495f9/62d6aa7e451f7.image.png?resize=150%2C213 ,https://www.thepilot.com/news/pets/found-dog-brown-chihuahua-mix-in-southern-pines-highland-trails/article_6450b024-0762-11ed-bab2-abe56aec0961.html
"Found Dog, Tan/Fawn Boxer in Robbins UPDATE: HOME

UPDATE: OWNER LOCATED AND DOG RETURNED SAFELY HOME",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/5/5b/55b6a9be-06d2-11ed-8d62-9b18b37b0014/62d5b8b404f58.image.png?resize=150%2C200 ,https://www.thepilot.com/news/pets/found-dog-tan-fawn-boxer-in-robbins-update-home/article_4b1a2666-06d2-11ed-8980-178d322af108.html
"Lost Dog, Black Lab in West End

Submission ID: 3933",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/f/42/f427aaa4-06a9-11ed-9768-d7ebb015976b/62d574ec728c5.image.png?resize=150%2C215 ,https://www.thepilot.com/news/pets/lost-dog-black-lab-in-west-end/article_e5ff9f54-06a9-11ed-8c17-c7f805440a73.html
"Lost Dog, Brown and Tan Chihuahua in Carthage

Submission ID: 3932",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/1/cc/1cc5b6a8-06a6-11ed-803b-370ad7ca34d2/62d56e7cc176f.image.png?resize=150%2C197 ,https://www.thepilot.com/news/pets/lost-dog-brown-and-tan-chihuahua-in-carthage/article_0e828fee-06a6-11ed-ad72-4701d0e780b4.html
"Found Dog, Small Tan Mixed Breed in Vass

UPDATE: AS OF 7/23, DOG WAS TAKEN TO MOORE HUMANE SOCIETY IN CARTHAGE",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/6/89/68972a00-069a-11ed-b934-db00185fe0e7/62d55ad94cdf2.image.png?resize=150%2C158 ,https://www.thepilot.com/news/pets/found-dog-small-tan-mixed-breed-in-vass/article_5aa4d80c-069a-11ed-ab65-8f1d234f2034.html
"Found Dog, White and Brown Hound Mix in Cameron

Submission ID: 2725",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/3/83/383d09d6-0557-11ed-9b00-abc4d5e1ea2a/62d33cab27102.image.jpg?resize=150%2C116 ,https://www.thepilot.com/news/pets/found-dog-white-and-brown-hound-mix-in-cameron/article_280ed224-0557-11ed-8677-afbc7d720e0b.html
"Lost Dog, German Shepherd in Eagle Springs UPDATE: FOUND

UPDATE: OWNER REPORTED DOG HAS BEEN FOUND",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/0/ac/0ac32602-0557-11ed-9e51-fbcc83017cfb/62d33c5205e66.image.jpg?resize=114%2C,https://www.thepilot.com/news/pets/lost-dog-german-shepherd-in-eagle-springs-update-found/article_fc7c1428-0556-11ed-a304-77e87c71f677.html
"Lost Dog, Australian Cattle Dog in West End (Note: DOG IS DEAF) UPDATE: FOUND

UPDATE: DOG HAS BEEN FOUND",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/b/63/b6335c24-0556-11ed-a904-87f4bfaa943a/62d33bc3d73c6.image.jpg?resize=137%2C,https://www.thepilot.com/news/pets/lost-dog-australian-cattle-dog-in-west-end-note-dog-is-deaf-update-found/article_a2b31450-0556-11ed-974a-032feaf8e52a.html
"Lost Dog, White and Tan Collie? in Aberdeen UPDATE: FOUND


Jul 14, 2022 0


UPDATE: OWNER REPORTED DOG HAS BEEN FOUND",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/2/43/2437e046-03b8-11ed-966c-3b3589f52bc0/62d0843d1e4e8.image.png?resize=150%2C104 ,https://www.thepilot.com/news/pets/lost-dog-white-and-tan-collie-in-aberdeen-update-found/article_13413256-03b8-11ed-bdf5-eb970b819a8a.html
"Found Dog, Yellow Lab in Aberdeen


Jul 13, 2022 0


Submission ID: 2722",https://bloximages.newyork1.vip.townnews.com/thepilot.com/content/tncms/assets/v3/editorial/6/ad/6ad12592-02de-11ed-afc2-970023fbd739/62cf16f2a71c3.image.png?resize=150%2C113 ,https://www.thepilot.com/news/pets/found-dog-yellow-lab-in-aberdeen/article_605fc9d8-02de-11ed-a061-97d51b65ccd0.html
